Company,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
F5,Seattle,Security,120,0.02,11/3/23,https://www.geekwire.com/2023/seattle-cloud-giant-f5-lays-off-120-employees/,,Post-IPO,11/6/23 16:08,United States,Unknown
Informatica,SF Bay Area,Data,545,0.1,11/1/23,https://www.barrons.com/articles/informatica-buyback-earnings-6cc15b80,,Post-IPO,11/2/23 3:18,United States,Unknown
StepStone,Berlin,Recruiting,215,0.05,10/30/23,https://aimgroup.com/2023/10/30/recruitment-giant-stepstone-lays-off-more-than-200-people/,,Acquired,10/31/23 23:42,Germany,Unknown
Graphy,Bengaluru,Education,50,0.2,10/26/23,https://inc42.com/buzz/exclusive-unacademys-graphy-cuts-20-30-jobs-to-focus-on-offline-ops/,,Subsidiary,10/26/23 17:50,India,Unknown
 F-Secure ,Helsinki,Security,70,,10/25/23,https://yle.fi/a/74-20056883,,Post-IPO,10/26/23 17:51,Finland,Unknown
Virgio,Bengaluru,Retail,20,0.33,10/25/23,https://inc42.com/buzz/after-pivoting-accel-backed-virgio-lays-off-33-workforce/,,Series A,10/9/23 3:53,India,Unknown
Parity Technologies,London,Crypto,100,0.3,10/23/23,https://www.bloomberg.com/news/articles/2023-10-23/polkadot-blockchain-developer-parity-to-eliminate-about-30-of-staff?embedded-checkout=true,,Unknown,10/12/23 15:24,United Kingdom,Unknown
Roblox China,Shenzen,Consumer,15,,10/23/23,https://techcrunch.com/2023/10/23/roblox-china-tencent-layoff/,,Subsidiary,10/25/23 4:12,China,Unknown
Belora Paris,Gurugram,Retail,,1,10/18/23,https://entrackr.com/2023/10/exclusive-surge-backed-belora-cosmetics-may-shut-down/,,Seed,12/4/23 3:05,India,Unknown
Bandcamp,SF Bay Area,Other,58,0.5,10/16/23,https://www.sfgate.com/tech/article/bandcamp-layoffs-oakland-songtradr-epic-18429463.php,,Acquired,10/17/23 1:43,United States,Unknown
PokerStars,Leeds,Consumer,,,10/15/23,https://sigma.world/news/flutters-restructuring-of-pokerstars-division-leads-to-job-losses/,,Acquired,10/17/23 1:48,United Kingdom,Unknown
Uno Health,New York City,Healthcare,,,10/13/23,https://docs.google.com/spreadsheets/d/1uCA0BFMYjCFYeoC7ilv5FvA-oCPGHLPKJZ8xjql_K54/edit#gid=0,,Unknown,10/17/23 15:49,United States,https://docs.google.com/spreadsheets/d/1uCA0BFMYjCFYeoC7ilv5FvA-oCPGHLPKJZ8xjql_K54/edit#gid=0
Qualcomm,San Diego,Hardware,1258,0.02,10/12/23,https://www.cnbc.com/2023/10/12/qualcomm-to-cut-roughly-1258-jobs-in-california.html,,Post-IPO,10/13/23 16:22,United States,Unknown
Braid,SF Bay Area,Finance,,1,10/9/23,https://techcrunch.com/2023/10/09/consumer-payments-startup-braid-shuts-down-cites-struggles-with-leveraging-third-party-software/,,Unknown,10/10/23 15:01,United States,Unknown
Product Hunt,Unknown,Consumer,,0.6,10/9/23,https://techcrunch.com/2023/10/19/product-hunt-cleans-house-with-layoffs-impacting-60-of-staff/,,Acquired,10/15/23 20:10,United States,Unknown
VTrips,Jacksonville,Travel,75,0.09,10/7/23,https://skift.com/2023/10/07/a-trimmed-down-vtrips-laid-off-9-of-its-employees/,,Private Equity,12/22/23 23:10,United States,Unknown
SeekOut,Seattle,Recruiting,16,0.07,10/5/23,https://www.claytoncountyregister.com/news2/seekout-lays-off-7-of-staff-in-restructuring-but-plans-to-grow-headcount-this-year/539529/,,Series C,10/6/23 15:32,United States,Unknown
Dare,London,Energy,,,10/3/23,https://www.linkedin.com/posts/wearedare_activity-7114953772254011392-4EY6/,,Unknown,10/8/23 3:20,United Kingdom,Unknown
Fit Analytics,Berlin,Retail,,1,9/28/23,https://www.businessinsider.de/gruenderszene/technologie/nach-uebernahme-snap-kuendigt-allen-mitarbeitern-von-berliner-ki-startup/,,Acquired,9/29/23 2:45,United States,Unknown
Merative,Dublin,Healthcare,100,,9/21/23,https://www.irishexaminer.com/business/companies/arid-41230633.html,,Acquired,9/24/23 17:48,United States,Unknown
Truss Works,SF Bay Area,Real Estate,,,9/20/23,Internal memo,,Unknown,9/25/23 23:11,United States,Unknown
Binance.US,SF Bay Area,Crypto,100,0.33,9/12/23,https://www.bloomberg.com/news/articles/2023-09-12/binance-us-cuts-100-positions-as-crackdown-erodes-crypto-business#xj4y7vzkg,,Subsidiary,9/13/23 2:11,United States,Unknown
Bonterra ,Austin,Other,,,9/11/23,https://campaignsandelections.com/industry-news/staff-shake-ups-at-two-big-democratic-tech-companies/,,Unknown,9/21/23 7:18,United States,Unknown
MaxMilhas,Belo Horizonte,Travel,82,0.18,9/5/23,https://g1.globo.com/mg/minas-gerais/noticia/2023/09/05/maxmilhas-do-grupo-da-123-milhas-anuncia-corte-de-18percent-dos-funcionarios.ghtml,,Unknown,9/6/23 1:55,Brazil,Unknown
Lunchtime,Brno,Food,,1,9/1/23,https://inc42.com/buzz/foodtech-giant-zomato-shutters-czech-subsidiary-lunchtime/,,Acquired,9/4/23 23:18,Czech Republic,Unknown
Pegasystems,Boston,HR,240,0.04,8/31/23,https://www.bizjournals.com/boston/news/2023/08/31/pegasystems-layoffs-second-round.html,,Post-IPO,9/1/23 2:31,United States,Unknown
123Milhas,Belo Horizonte,Travel,,,8/29/23,https://economia.uol.com.br/noticias/redacao/2023/08/28/123milhas-demissao-funcionarios.htm,,Unknown,10/6/23 15:21,Brazil,Unknown
Rivos,SF Bay Area,Hardware,24,0.06,8/23/23,https://www.theinformation.com/articles/chip-startup-sued-by-apple-has-struggled-to-raise-capital,,Unknown,11/10/23 0:05,United States,Unknown
JOIN,Berlin,Recruiting,,,8/23/23,https://docs.google.com/spreadsheets/d/1bsu6O2DCEkzM-4Ny8q6HmLZ2DGfjpZVYdxTOgg3z23M/edit?resourcekey#gid=2104038854,,Unknown,8/25/23 20:49,Germany,https://docs.google.com/spreadsheets/d/1bsu6O2DCEkzM-4Ny8q6HmLZ2DGfjpZVYdxTOgg3z23M/edit?resourcekey#gid=2104038854
Spartan Poker,Kolkata,Consumer,125,0.4,8/19/23,https://inc42.com/buzz/after-mpl-hike-spartan-poker-follows-suit-lays-off-40-of-workforce/,,Unknown,8/19/23 15:42,India,Unknown
Times Internet ,Gurugram,Media,100,0.05,8/18/23,Times Internet ,,Subsidiary,8/19/23 15:40,India,Unknown
Easee,Sandnes,Energy,200,0.57,8/14/23,https://www.dn.no/teknologi/easee/jonas-helmikstol/kjetil-nasje/easee-med-masseoppsigelser-grunder-og-toppsjef-jonas-helmikstol-gar-av/2-1-1500472,,Unknown,8/19/23 15:38,Norway,Unknown
CoinDesk,New York City,Crypto,,,8/14/23,https://www.theblock.co/post/244665/coindesk-lays-off-45-of-editorial-staff-as-it-eyes-deal-to-sell-company,,Acquired,8/15/23 0:09,United States,Unknown
iQiyi Smart,Beijing,Other,,,8/14/23,https://www.caixinglobal.com/2023-08-14/iqiyis-vr-unit-fails-to-pay-staff-slashes-jobs-as-metaverse-hype-fades-102093155.html,,Series C,8/15/23 16:34,China,Unknown
NCC Group,Manchester,Security,,,8/10/23,https://techcrunch.com/2023/08/10/ncc-group-layoffs/,,Post-IPO,8/17/23 0:28,United Kingdom,Unknown
Quizy,Gurugram,Consumer,,1,8/9/23,https://www.timesnownews.com/business-economy/companies/gst-hike-impact-gaming-startup-quizy-shuts-down-what-lies-ahead-for-online-gaming-companies-article-102571971,,Seed,8/9/23 17:59,India,Unknown
Dell,Austin,Hardware,,,8/7/23,https://www.crn.com/news/channel-news/dell-confirms-sales-layoffs-as-part-of-new-partner-led-storage-strategy,,Post-IPO,8/8/23 2:57,United States,Unknown
CodeClan,Edinburgh,Education,57,1,8/4/23,https://www.edinburghnews.scotsman.com/news/people/codeclan-crowdfunder-launched-to-help-students-after-tech-training-academy-goes-into-administration-4245811,,Seed,8/8/23 2:58,United Kingdom,Unknown
Finastra,Tel Aviv,Finance,,,8/3/23,https://www.calcalistech.com/ctechnews/article/uaxzby5po,,Unknown,8/4/23 4:04,Israel,Unknown
Viaplay,Stockholm,Media,450,0.25,7/20/23,https://deadline.com/2023/07/viaplay-layoffs-strategic-review-pulls-out-of-uk-mulls-a-sale-1235442717/,,Unknown,7/11/23 1:51,Sweden,Unknown
Stoa,Phoenix,Real Estate,80,0.8,7/20/23,https://www.calcalistech.com/ctechnews/article/sjl3blvcn,,Unknown,7/22/23 1:06,United States,Unknown
MiQ,London,Marketing,,,7/20/23,https://www.businessinsider.com/adtech-layoffs-continued-into-summer-2023-7,,Private Equity,7/21/23 3:33,United Kingdom,Unknown
Saarthi.ai,Bengaluru,Support,,,7/20/23,https://economictimes.indiatimes.com/tech/startups/saarthi-ai-fires-employees-in-batches-withholds-salaries-cites-investor-pressure-to-become-profitable/articleshow/101990247.cms,,Unknown,7/22/23 1:07,India,Unknown
IBM,Tel Aviv,Hardware,,,7/17/23,https://www.calcalistech.com/ctechnews/article/ryacsbqqh,,Post-IPO,7/19/23 16:41,United States,Unknown
Binance,Cayman Islands,Crypto,1000,,7/14/23,https://www.wsj.com/articles/binance-lays-off-over-1-000-employees-d59ff6ad,,Unknown,7/14/23 18:27,Cayman Islands,Unknown
Centr,Sydney,Fitness,22,,7/13/23,https://www.news.com.au/finance/business/chris-hemsworths-fitness-app-centr-reportedly-sacks-australian-staff/news-story/8e6dacc01c9d4b4569401e997e303ca6,,Unknown,7/13/23 3:44,Australia,Unknown
SAS,Raleigh,Data,,,7/13/23,https://www.newsobserver.com/news/business/article277322113.html,,Unknown,7/15/23 13:00,United States,Unknown
Dapper Labs,Vancouver,Crypto,51,,7/12/23,https://twitter.com/roham/status/1679301700669296640,,Unknown,7/13/23 3:46,Canada,Unknown
Medsaf,Lagos,Healthcare,30,1,7/7/23,https://techcabal.com/2023/07/07/medsaf-laid-off-full-time-employees/,,Unknown,7/15/23 3:41,Nigeria,Unknown
Amdocs,St. Louis,Support,2000,0.06,7/6/23,https://www.calcalistech.com/ctechnews/article/sjfzud4f3,,Post-IPO,1/6/23 1:42,United States,Unknown
Solidigm,Sacramento,Hardware,98,,7/6/23,https://www.bizjournals.com/sacramento/inno/stories/news/2023/07/06/solidigm-layoffs-rancho-cordova-headquarters.html,,Unknown,7/13/23 18:32,United States,Unknown
Vista Group,Auckland,Data,,0.06,7/5/23,https://www.nzherald.co.nz/business/vista-group-the-latest-kiwi-tech-to-lay-off-staff/XEXAP52NNZCR3GO7EJKWUDSAHY/,,Post-IPO,7/6/23 15:20,New Zealand,Unknown
Lunya,Los Angeles,Retail,,1,6/30/23,https://www.modernretail.co/operations/dtc-sleepwear-startup-lunya-has-filed-for-chapter-11-bankruptcy/,,Unknown,7/1/23 0:58,United States,Unknown
Xiaomi India,Bengaluru,Other,30,,6/29/23,https://economictimes.indiatimes.com/industry/cons-products/electronics/xiaomi-india-to-rejig-operations-bring-headcount-to-below-1000/articleshow/101347837.cms?from=mdr,,Subsidiary,6/30/23 15:00,India,Unknown
Insider Intelligence,New York City,Media,20,,6/29/23,https://www.theinformation.com/briefings/insider-intelligence-to-lay-off-20-outsource-to-philippines,,Subsidiary,6/30/23 16:22,United States,Unknown
Eyowo,Lagos,Finance,,1,6/27/23,https://technext24.com/2023/06/26/eyowo-to-shutdown-operations-tomorrow/,,Unknown,6/26/23 23:38,Nigeria,Unknown
Payoneer,New York City,Finance,200,0.1,6/26/23,https://www.calcalistech.com/ctechnews/article/sjctoolon,,Post-IPO,6/27/23 15:53,United States,Unknown
OLX Group,Amsterdam,Marketing,800,,6/20/23,https://techcrunch.com/2023/06/20/olx-group-layoffs/,,Acquired,6/20/23 16:18,Netherlands,Unknown
Qualcomm,SF Bay Area,Hardware,84,,6/16/23,https://www.bizjournals.com/sanjose/news/2023/06/16/qualcomm-laying-off-dozens-in-santa-clara.html,,Post-IPO,7/19/23 16:45,United States,Unknown
TADA,Seoul,Transportation,45,0.6,6/15/23,https://techcrunch.com/2023/06/15/socars-ride-hailing-platform-tada-adds-to-growing-list-of-tech-layoffs/,,Subsidiary,6/17/23 0:39,South Korea,Unknown
Binance.US,SF Bay Area,Crypto,,,6/15/23,https://www.reuters.com/technology/crypto-giant-binances-us-affiliate-fires-staff-after-sec-charges-sources-2023-06-15/,,Subsidiary,6/16/23 22:28,United States,Unknown
Cerner,Kansas City,Healthcare,,,6/15/23,https://www.businessinsider.com/oracle-conducts-layoffs-cerner-health-unit-2023-6,,Acquired,6/19/23 1:54,United States,Unknown
Tiki,Singapore,Consumer,,1,6/11/23,https://techcrunch.com/2023/06/11/tiki-india/,,Unknown,6/14/23 3:47,Singapore,Unknown
Coherent,SF Bay Area,Manufacturing,196,,6/6/23,https://www.mercurynews.com/2023/06/06/tech-layoff-fremont-job-coherent-flex-unity-google-facebook-twitter/,,Post-IPO,6/8/23 17:22,United States,Unknown
Bunnii,New York City,Healthcare,,1,6/6/23,https://www.axios.com/pro/health-tech-deals/2023/06/06/fertility-startup-bunnii-shuts-down-fails-secure-funding,,Unknown,6/6/23 23:50,United States,Unknown
Haven Technologies,New York City,Finance,280,0.7,6/1/23,https://coverager.com/haven-technologies-shrinks-workforce/,,Subsidiary,6/2/23 15:42,United States,Unknown
Fractal Software,New York City,Other,,,6/1/23,https://www.businessinsider.com/fractal-layoffs-venture-studio-stop-create-startups-2023-5,,Unknown,6/4/23 15:16,United States,Unknown
DHI Group,New York City,Recruiting,53,0.1,5/26/23,https://aimgroup.com/2023/05/26/dhi-group-to-cut-workforce-by-10/,,Post-IPO,6/6/23 15:15,United States,Unknown
WillowTree,Charlottesville,Marketing,120,0.11,5/24/23,https://www.nbc29.com/2023/05/24/23-charlottesville-area-employees-laid-off-willowtree/,,Acquired,5/24/23 21:04,United States,Unknown
Alibaba Cloud,Hangzhou,Data,,0.07,5/24/23,https://www.cnbc.com/2023/05/23/alibaba-to-cut-7percent-of-workforce-in-its-cloud-unit-as-it-pursues-ipo-.html,,Subsidiary,5/24/23 15:34,China,Unknown
Reliance JioMart,Mumbai,Food,1000,,5/23/23,https://economictimes.indiatimes.com/tech/technology/reliances-wholesale-format-fires-1000-a-bigger-layoff-round-likely/articleshow/100428603.cms,,Subsidiary,5/23/23 14:59,India,Unknown
Qualcomm,Haifa,Hardware,30,,5/23/23,https://www.calcalistech.com/ctechnews/article/hkfdle9s3,,Post-IPO,6/2/23 12:37,Israel,Unknown
FemTech Health,Houston,Healthcare,,1,5/22/23,https://www.axios.com/pro/health-tech-deals/2023/05/22/femtec-health-shuts-down,,Unknown,5/22/23 23:48,United States,Unknown
Nuance Communications,Boston,Healthcare,,,5/20/23,https://www.bostonglobe.com/2023/05/20/business/layoffs-hit-nuance-after-microsoft-acquisition/,,Acquired,5/22/23 23:49,United States,Unknown
Cerner,Kansas City,Healthcare,3000,0.11,5/16/23,https://www.businessinsider.com/oracle-halted-raises-layoffs-after-cerner-deal-2023-5,,Acquired,5/17/23 15:08,United States,Unknown
Slickdeals,Las Vegas,Retail,79,0.33,5/12/23,Company exec,,Unknown,5/15/23 20:58,United States,https://docs.google.com/spreadsheets/d/1wLrQmOSFXTCQ5Tou2Y2DrEYbxQD_80ZecW4Mw-U52KM/edit?usp=sharing
Momentis Surgical,Tel Aviv,Healthcare,70,0.6,5/8/23,https://www.calcalistech.com/ctechnews/article/bk11kl2i43,,Series D,5/13/23 20:43,Israel,Unknown
Scribe Media,Austin,Marketing,90,1,5/4/23,https://www.bizjournals.com/austin/inno/stories/news/2023/05/30/scribe-media-shuts-down-and-lays-off-90-employees.html,,Unknown,5/31/23 19:56,United States,Unknown
Vallai,Paris,Data,,1,5/2/23,https://www.linkedin.com/feed/update/urn:li:activity:7059041318760501250/,,Seed,5/4/23 15:11,France,Unknown
SAS,Raleigh,Data,250,,5/1/23,https://wraltechwire.com/2023/05/01/sas-to-close-some-international-offices-making-selective-hires-in-prepping-for-stock-offering/,,Unknown,7/5/23 0:16,United States,Unknown
Cogito,New Delhi,Data,177,,4/29/23,https://inc42.com/buzz/protests-erupt-data-startup-cogito-fires-177-indian-employees/,,Unknown,5/1/23 14:36,India,Unknown
Providoor,Melbourne,Food,,1,4/28/23,https://www.afr.com/technology/celebrity-chef-s-tech-firm-providoor-collapses-20230428-p5d430,,Unknown,4/29/23 3:11,Australia,Unknown
Extramarks,Noida,Education,300,,4/26/23,https://inc42.com/buzz/exclusive-reliance-backed-edtech-startup-extramarks-fires-over-300-employees-to-shut-b2c-biz/,,Unknown,4/26/23 22:04,India,Unknown
Red Hat,Raleigh,Other,760,0.04,4/24/23,https://abc11.com/jobs-red-hat-careers-layoffs-raleigh-nc/13180340/,,Acquired,4/24/23 15:39,United States,Unknown
Insider,New York City,Media,,0.1,4/20/23,https://www.thedailybeast.com/insider-to-lay-off-10-percent-of-staffers-company-says,,Unknown,4/20/23 15:58,United States,Unknown
Iress,Melbourne,Finance,,0.1,4/20/23,https://www.moneymanagement.com.au/news/people-products/iress-announces-management-restructure-and-job-cuts,,Unknown,9/24/23 17:49,Australia,Unknown
F5,Seattle,Security,623,0.09,4/19/23,https://www.reuters.com/technology/software-firm-f5-layoff-9-staff-trims-fiscal-revenue-guidance-2023-04-19/,,Post-IPO,4/20/23 15:56,United States,Unknown
Noon,Riyadh,Retail,340,0.1,4/18/23,https://www.bloomberg.com/news/articles/2023-04-18/amazon-s-middle-east-rival-noon-cuts-10-of-jobs-to-pare-costs?leadSource=uverify%20wall,,Unknown,4/19/23 0:23,Saudi Arabia,Unknown
Ten Square Games,Wrocław,Consumer,120,0.25,4/17/23,https://economictimes.indiatimes.com/tech/technology/ten-square-games-to-lay-off-25-of-staff-suspend-two-major-projects/articleshow/99558794.cms,,Seed,4/18/23 4:44,Poland,Unknown
Utopia Music,Zug,Other,,0.15,4/17/23,https://www.billboard.com/pro/utopia-music-layoffs-gloal-job-cuts-ceo-memo/,,Series B,7/23/23 16:06,Switzerland,Unknown
Quadream,Tel Aviv,Security,,1,4/16/23,https://www.calcalistech.com/ctechnews/article/hy78kiym2,,Unknown,4/17/23 0:59,Israel,Unknown
Bluepad,Bengaluru,Media,,1,4/13/23,https://inc42.com/buzz/vernacular-content-platform-bluepad-shuts-down/,,Seed,4/14/23 3:07,India,Unknown
Lazerpay,Lagos,Crypto,,1,4/13/23,https://techpoint.africa/2023/04/13/lazerpay-shuts-down/,,Unknown,4/14/23 3:18,Nigeria,Unknown
Acxiom,Little Rock,Marketing,,,4/11/23,https://www.thecabin.net/news/acxiom-reduces-workforce-following-assessment/article_82704fbb-6267-5072-a057-b8f026aabe7a.html,,Post-IPO,4/12/23 22:19,United States,Unknown
Absolute Software,Vancouver,Security,40,0.05,4/6/23,https://www.absolute.com/company/press-releases/2023/absolute-software-announces-workforce-restructuring/,,Post-IPO,4/6/23 23:58,Canada,Unknown
Avocargo,Berlin,Transportation,16,1,4/6/23,https://www.businessinsider.de/gruenderszene/automotive-mobility/lastenrad-startup-avocargo-stellt-betrieb-ein/,,Seed,4/8/23 1:11,Germany,Unknown
1K Kirana,Gurugram,Retail,600,0.4,4/4/23,https://www.moneycontrol.com/news/business/startup/info-edge-ventures-backed-1k-kirana-lays-off-40-workforce-to-restructure-business-10359421.html,,Series B,4/4/23 9:45,India,Unknown
Cin7,Auckland,Retail,,,4/4/23,https://www.nzherald.co.nz/business/post-pandemic-hangover-auckland-based-e-tail-specialist-cin7-culls-staff/3ZF4L4NA2RCSZCO3LHPKOZBNYQ/,,Private Equity,4/5/23 16:25,New Zealand,Unknown
Hyland Software,Cleveland,Other,1000,0.2,4/3/23,https://www.cleveland.com/news/2023/04/westlake-based-hyland-software-will-layoff-1000-employees-20-of-workforce.html?outputType=amp,,Acquired,4/4/23 4:27,United States,Unknown
LendingTree,Charlotte,Finance,150,0.13,3/30/23,https://www.wsoctv.com/news/local/lendingtree-cutting-workforce-by-13-latest-layoff-round/264JH3PRKNE4TH3HUR5WA7T6XU/,,Post-IPO,4/1/23 1:58,United States,Unknown
AnswerLab,SF Bay Area,Marketing,,0.17,3/30/23,https://www.linkedin.com/feed/update/urn:li:activity:7047309428986953729/,,Unknown,3/31/23 4:04,United States,Unknown
GoodWorker,Singapore,Recruiting,,0.9,3/30/23,https://www.dealstreetasia.com/stories/goodworker-lays-off-staff-336649,,Acquired,5/2/23 16:25,Singapore,Unknown
Kyndryl,New York City,Infrastructure,,,3/30/23,https://www.channelfutures.com/business-models/kyndryl-confirms-layoffs-as-no-1-cost-is-always-flesh-and-bone,,Post-IPO,4/1/23 1:54,United States,Unknown
Nowports,Monterrey,Logistics,,0.15,3/30/23,https://www.montevideo.com.uy/Noticias/Unicornio-Nowports-realizo-algunos-despidos-pero-dice-que-su-nivel-economico-es-fuerte--uc849751,,Series C,5/10/23 15:02,Mexico,Unknown
Seagate,SF Bay Area,Hardware,480,,3/29/23,https://in.investing.com/news/seagate-unveils-further-round-of-layoffs-citing-economic-uncertainty-3578578,,Post-IPO,4/1/23 2:09,United States,Unknown
The Meet Group,New Hope,Consumer,,,3/24/23,https://technical.ly/startups/the-meet-group-geoff-cook-layoffs-parship-reorganization/,,Acquired,3/29/23 23:09,United States,Unknown
Logitech,Geneva,Hardware,300,,3/22/23,https://www.bloomberg.com/news/articles/2023-03-22/logitech-cuts-300-jobs-on-post-covid-slump-in-computer-gadgets?srnd=technology-vp#xj4y7vzkg,,Post-IPO,3/23/23 16:47,Switzerland,Unknown
Just Eat,London,Food,1700,,3/21/23,https://www.yahoo.com/entertainment/just-eat-lay-off-1-124953457.html,,Acquired,3/21/23 23:55,United Kingdom,Unknown
Marvell,SF Bay Area,Hardware,320,0.04,3/21/23,https://www.bloomberg.com/news/articles/2023-03-21/marvell-to-cut-4-of-workforce-in-response-to-chip-slowdown?leadSource=uverify%20wall,,Post-IPO,3/21/23 23:29,United States,Unknown
Xing,Hamburg,HR,68,,3/21/23,https://www.mopo.de/hamburg/wegen-neuer-ausrichtung-hamburgs-job-netzwerk-xing-entlaesst-68-mitarbeiter/,,Series A,3/21/23 23:35,Germany,Unknown
Coherent,SF Bay Area,Manufacturing,108,,3/16/23,https://www.siliconvalley.com/2023/03/16/coherent-fremont-job-cut-tech-layoff-google-facebook-twitter-economy/,,Post-IPO,3/17/23 4:11,United States,Unknown
Runtastic,Linz,Fitness,70,0.28,3/16/23,"https://www.nachrichten.at/wirtschaft/runtastic-streicht-70-von-250-stellen-in-oesterreich;art15,3804088a",,Acquired,3/16/23 15:14,Austria,Unknown
Samsung,SF Bay Area,Hardware,30,,3/14/23,https://www.zeebiz.com/companies/news-samsung-layoffs-2023-south-korean-giant-cuts-3-jobs-at-us-chip-subsidiary-225788,,Post-IPO,3/15/23 15:42,United States,Unknown
Cookpad,Tokyo,Consumer,80,,3/10/23,https://www.nikkei.com/article/DGXZQOUC109F70Q3A310C2000000/,,Unknown,3/15/23 15:37,Japan,Unknown
Shopee,Jakarta,Food,200,,3/9/23,https://www.techinasia.com/shopee-conducts-new-layoffs-in-indonesia,,Unknown,3/10/23 15:58,Indonesia,Unknown
Morning Brew,New York City,Media,40,,3/9/23,https://www.axios.com/2023/03/09/morning-brew-lays-off-40-people,,Acquired,3/9/23 19:38,United States,Unknown
Toucan,Los Angeles,Education,,1,3/9/23,https://www.linkedin.com/posts/taylornieman_some-news-coming-out-of-the-toucan-nest-today-activity-7039679436387995648-uFyA/,,Series A,3/10/23 5:20,United States,Unknown
UKG,Miami,HR,265,,3/6/23,https://www.bizjournals.com/boston/news/2023/03/09/ukg-cuts-over-260-positions-worldwide.html,,Unknown,3/8/23 15:39,United States,Unknown
No Fluff Jobs,Gydnia,HR,13,,3/4/23,https://www.wirtualnemedia.pl/artykul/zwolnienia-no-fluff-jobs-praca-oferty,,Acquired,4/3/23 3:43,Poland,Unknown
Ambev Tech,Blumenau,Food,50,,3/2/23,https://omunicipioblumenau.com.br/economia-em-pauta-ambev-tech-de-blumenau-demite-50-funcionarios-e-interrompe-abertura-de-vagas/,,Acquired,3/4/23 0:50,Brazil,Unknown
Comparis,Zurich,Finance,,0.1,3/2/23,https://www.nzz.ch/finanzen/massenentlassung-bei-comparis-das-vergleichsportal-sieht-sich-als-opfer-der-finanzmarktaufsicht-ld.1728686?reduced=true,,Unknown,3/8/23 15:37,Switzerland,Unknown
Kandela,Los Angeles,Consumer,,1,3/2/23,https://therealdeal.com/la/2023/03/02/moving-concierge-startup-kandela-declares-bankruptcy/,,Acquired,3/5/23 2:35,United States,Unknown
Truckstop.com,Boise,Logistics,,,3/2/23,https://www.freightwaves.com/news/size-of-layoffs-at-truckstop-com-unknown,,Acquired,3/4/23 3:58,United States,Unknown
DUX Education,Bengaluru,Education,,1,2/28/23,https://inc42.com/buzz/edtech-startup-dux-education-to-cease-operations-by-april-2023/,,Unknown,3/3/23 23:05,India,Unknown
Merative,Ann Arbor,Healthcare,200,0.1,2/23/23,https://www.theregister.com/2023/02/23/merative_job_cuts_ibm_watson/,,Acquired,2/26/23 21:23,United States,Unknown
The Iconic,Sydney,Retail,69,0.06,2/23/23,https://insideretail.com.au/business/the-iconic-culls-69-roles-as-it-morphs-from-marketplace-to-platform-202302,,Unknown,2/24/23 5:09,Australia,Unknown
Vibrent Health,Washington D.C.,Healthcare,,0.13,2/23/23,https://www.bizjournals.com/washington/news/2023/02/23/fairfax-vibrent-health-tech-data-startup-layoffs.html,,Unknown,2/26/23 2:08,United States,Unknown
Synamedia,London,Media,200,0.12,2/22/23,https://www.calcalistech.com/ctechnews/article/hk2uvdqcs,,Unknown,2/27/23 17:29,United Kingdom,Unknown
Bolt,Lagos,Transportation,17,,2/21/23,https://techpoint.africa/2023/02/21/bolt-lays-off-17-of-its-70-workers-in-nigeria/,,Series F,2/22/23 2:48,Nigeria,Unknown
Reserve,SF Bay Area,Crypto,,,2/17/23,https://www.linkedin.com/posts/constanza-ag%C3%BCero-ingravidi_job-board-reserves-talent-activity-7030942387006750720-abHD/,,Unknown,3/3/23 23:18,United States,https://myreserve.notion.site/myreserve/Job-board-Reserve-s-talent-8a042fa4c8364012b4ebd9d1c4897e1c
Blackbaud,Charleston,Other,500,0.14,2/14/23,https://www.postandcourier.com/business/sc-tech-employer-blackbaud-has-cut-about-500-jobs-since-last-year/article_ef9dd60a-ac9b-11ed-8c4a-bbbeb9f0cda5.html,,Post-IPO,2/15/23 19:06,United States,Unknown
CommerceHub,Albany,Retail,371,0.31,2/14/23,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,,Acquired,2/15/23 0:49,United States,Unknown
EMX Digital,New York City,Marketing,100,1,2/13/23,https://www.businessinsider.com/big-village-bankruptcy-emx-digital-employees-furious-about-layoffs-severance-2023-2,,Unknown,2/24/23 18:35,United States,Unknown
Syft Technologies,Auckland,Manufacturing,30,0.2,2/10/23,https://www.stuff.co.nz/business/better-business/131199817/christchurch-tech-company-syft-to-shed-20-of-its-workforce,,Private Equity,4/22/23 3:39,New Zealand,Unknown
Bark,New York City,Retail,126,0.12,2/9/23,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,,Post-IPO,2/10/23 2:01,United States,https://docs.google.com/spreadsheets/d/19az7feguB2oPaVZmg91c4iYvOuwSbEEH-t1gSOUiMHM/edit#gid=304684298
Quillt,St. Louis,Media,,,2/9/23,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/09/quillt-layoffs-digital-publishing.html,,Unknown,2/10/23 16:59,United States,Unknown
WeTrade,Bengaluru,Crypto,,1,2/9/23,https://inc42.com/buzz/bengaluru-based-crypto-startup-wetrade-shuts-operations-amidst-hostile-ambience/,,Unknown,2/9/23 16:27,India,Unknown
